date,areaType,areaCode,areaName,newCasesByPublishDate
"2020-11-28",nation,W92000004,Wales,1445
"2020-11-27",nation,W92000004,Wales,1105
"2020-11-26",nation,W92000004,Wales,1251
"2020-11-25",nation,W92000004,Wales,907
"2020-11-24",nation,W92000004,Wales,595
"2020-11-23",nation,W92000004,Wales,892
"2020-11-22",nation,W92000004,Wales,808
"2020-11-21",nation,W92000004,Wales,1016
"2020-11-20",nation,W92000004,Wales,1020
"2020-11-19",nation,W92000004,Wales,1048
"2020-11-18",nation,W92000004,Wales,638
"2020-11-17",nation,W92000004,Wales,705
"2020-11-16",nation,W92000004,Wales,892
"2020-11-15",nation,W92000004,Wales,1333
"2020-11-14",nation,W92000004,Wales,933
"2020-11-13",nation,W92000004,Wales,797
"2020-11-12",nation,W92000004,Wales,867
"2020-11-11",nation,W92000004,Wales,928
"2020-11-10",nation,W92000004,Wales,444
"2020-11-09",nation,W92000004,Wales,931
"2020-11-08",nation,W92000004,Wales,744
"2020-11-07",nation,W92000004,Wales,958
"2020-11-06",nation,W92000004,Wales,1352
"2020-11-05",nation,W92000004,Wales,1272
"2020-11-04",nation,W92000004,Wales,1202
"2020-11-03",nation,W92000004,Wales,1119
"2020-11-02",nation,W92000004,Wales,1646
"2020-11-01",nation,W92000004,Wales,819
"2020-10-31",nation,W92000004,Wales,1301
"2020-10-30",nation,W92000004,Wales,1737
"2020-10-29",nation,W92000004,Wales,1375
"2020-10-28",nation,W92000004,Wales,1414
"2020-10-27",nation,W92000004,Wales,1207
"2020-10-26",nation,W92000004,Wales,1158
"2020-10-25",nation,W92000004,Wales,1104
"2020-10-24",nation,W92000004,Wales,1324
"2020-10-23",nation,W92000004,Wales,761
"2020-10-22",nation,W92000004,Wales,1134
"2020-10-21",nation,W92000004,Wales,962
"2020-10-20",nation,W92000004,Wales,1148
"2020-10-19",nation,W92000004,Wales,626
"2020-10-18",nation,W92000004,Wales,950
"2020-10-17",nation,W92000004,Wales,674
"2020-10-16",nation,W92000004,Wales,979
"2020-10-15",nation,W92000004,Wales,727
"2020-10-14",nation,W92000004,Wales,946
"2020-10-13",nation,W92000004,Wales,764
"2020-10-12",nation,W92000004,Wales,487
"2020-10-11",nation,W92000004,Wales,467
"2020-10-10",nation,W92000004,Wales,627
"2020-10-09",nation,W92000004,Wales,766
"2020-10-08",nation,W92000004,Wales,638
"2020-10-07",nation,W92000004,Wales,752
"2020-10-06",nation,W92000004,Wales,425
"2020-10-05",nation,W92000004,Wales,596
"2020-10-04",nation,W92000004,Wales,432
"2020-10-03",nation,W92000004,Wales,576
"2020-10-02",nation,W92000004,Wales,462
"2020-10-01",nation,W92000004,Wales,398
"2020-09-30",nation,W92000004,Wales,388
"2020-09-29",nation,W92000004,Wales,366
"2020-09-28",nation,W92000004,Wales,286
"2020-09-27",nation,W92000004,Wales,362
"2020-09-26",nation,W92000004,Wales,370
"2020-09-25",nation,W92000004,Wales,320
"2020-09-24",nation,W92000004,Wales,348
"2020-09-23",nation,W92000004,Wales,389
"2020-09-22",nation,W92000004,Wales,281
"2020-09-21",nation,W92000004,Wales,234
"2020-09-20",nation,W92000004,Wales,199
"2020-09-19",nation,W92000004,Wales,212
"2020-09-18",nation,W92000004,Wales,185
"2020-09-17",nation,W92000004,Wales,168
"2020-09-16",nation,W92000004,Wales,199
"2020-09-15",nation,W92000004,Wales,110
"2020-09-14",nation,W92000004,Wales,183
"2020-09-13",nation,W92000004,Wales,162
"2020-09-12",nation,W92000004,Wales,164
"2020-09-11",nation,W92000004,Wales,133
"2020-09-10",nation,W92000004,Wales,102
"2020-09-09",nation,W92000004,Wales,165
"2020-09-08",nation,W92000004,Wales,150
"2020-09-07",nation,W92000004,Wales,133
"2020-09-06",nation,W92000004,Wales,98
"2020-09-05",nation,W92000004,Wales,77
"2020-09-04",nation,W92000004,Wales,51
"2020-09-03",nation,W92000004,Wales,50
"2020-09-02",nation,W92000004,Wales,42
"2020-09-01",nation,W92000004,Wales,51
"2020-08-31",nation,W92000004,Wales,39
"2020-08-30",nation,W92000004,Wales,56
"2020-08-29",nation,W92000004,Wales,40
"2020-08-28",nation,W92000004,Wales,34
"2020-08-27",nation,W92000004,Wales,35
"2020-08-26",nation,W92000004,Wales,34
"2020-08-25",nation,W92000004,Wales,28
"2020-08-24",nation,W92000004,Wales,19
"2020-08-23",nation,W92000004,Wales,20
"2020-08-22",nation,W92000004,Wales,34
"2020-08-21",nation,W92000004,Wales,34
"2020-08-20",nation,W92000004,Wales,19
"2020-08-19",nation,W92000004,Wales,21
"2020-08-18",nation,W92000004,Wales,24
"2020-08-17",nation,W92000004,Wales,14
"2020-08-16",nation,W92000004,Wales,18
"2020-08-15",nation,W92000004,Wales,27
"2020-08-14",nation,W92000004,Wales,18
"2020-08-13",nation,W92000004,Wales,15
"2020-08-12",nation,W92000004,Wales,8
"2020-08-11",nation,W92000004,Wales,13
"2020-08-10",nation,W92000004,Wales,12
"2020-08-09",nation,W92000004,Wales,26
"2020-08-08",nation,W92000004,Wales,19
"2020-08-07",nation,W92000004,Wales,17
"2020-08-06",nation,W92000004,Wales,15
"2020-08-05",nation,W92000004,Wales,14
"2020-08-04",nation,W92000004,Wales,22
"2020-08-03",nation,W92000004,Wales,24
"2020-08-02",nation,W92000004,Wales,37
"2020-08-01",nation,W92000004,Wales,21
"2020-07-31",nation,W92000004,Wales,26
"2020-07-30",nation,W92000004,Wales,9
"2020-07-29",nation,W92000004,Wales,32
"2020-07-28",nation,W92000004,Wales,21
"2020-07-27",nation,W92000004,Wales,45
"2020-07-26",nation,W92000004,Wales,22
"2020-07-25",nation,W92000004,Wales,30
"2020-07-24",nation,W92000004,Wales,45
"2020-07-23",nation,W92000004,Wales,43
"2020-07-22",nation,W92000004,Wales,22
"2020-07-21",nation,W92000004,Wales,22
"2020-07-20",nation,W92000004,Wales,15
"2020-07-19",nation,W92000004,Wales,31
"2020-07-18",nation,W92000004,Wales,10
"2020-07-17",nation,W92000004,Wales,16
"2020-07-16",nation,W92000004,Wales,18
"2020-07-15",nation,W92000004,Wales,18
"2020-07-14",nation,W92000004,Wales,21
"2020-07-13",nation,W92000004,Wales,11
"2020-07-12",nation,W92000004,Wales,16
"2020-07-11",nation,W92000004,Wales,7
"2020-07-10",nation,W92000004,Wales,10
"2020-07-09",nation,W92000004,Wales,16
"2020-07-08",nation,W92000004,Wales,13
"2020-07-07",nation,W92000004,Wales,2
"2020-07-06",nation,W92000004,Wales,8
"2020-07-05",nation,W92000004,Wales,15
"2020-07-04",nation,W92000004,Wales,34
"2020-07-03",nation,W92000004,Wales,26
"2020-07-02",nation,W92000004,Wales,41
"2020-07-01",nation,W92000004,Wales,32
"2020-06-30",nation,W92000004,Wales,26
"2020-06-29",nation,W92000004,Wales,116
"2020-06-28",nation,W92000004,Wales,25
"2020-06-27",nation,W92000004,Wales,46
"2020-06-26",nation,W92000004,Wales,65
"2020-06-25",nation,W92000004,Wales,125
"2020-06-24",nation,W92000004,Wales,47
"2020-06-23",nation,W92000004,Wales,51
"2020-06-22",nation,W92000004,Wales,71
"2020-06-21",nation,W92000004,Wales,100
"2020-06-20",nation,W92000004,Wales,25
"2020-06-19",nation,W92000004,Wales,31
"2020-06-18",nation,W92000004,Wales,48
"2020-06-17",nation,W92000004,Wales,53
"2020-06-16",nation,W92000004,Wales,65
"2020-06-15",nation,W92000004,Wales,62
"2020-06-14",nation,W92000004,Wales,39
"2020-06-13",nation,W92000004,Wales,45
"2020-06-12",nation,W92000004,Wales,77
"2020-06-11",nation,W92000004,Wales,63
"2020-06-10",nation,W92000004,Wales,38
"2020-06-09",nation,W92000004,Wales,42
"2020-06-08",nation,W92000004,Wales,42
"2020-06-07",nation,W92000004,Wales,40
"2020-06-06",nation,W92000004,Wales,42
"2020-06-05",nation,W92000004,Wales,76
"2020-06-04",nation,W92000004,Wales,35
"2020-06-03",nation,W92000004,Wales,82
"2020-06-02",nation,W92000004,Wales,67
"2020-06-01",nation,W92000004,Wales,59
"2020-05-31",nation,W92000004,Wales,82
"2020-05-30",nation,W92000004,Wales,86
"2020-05-29",nation,W92000004,Wales,102
"2020-05-28",nation,W92000004,Wales,72
"2020-05-27",nation,W92000004,Wales,97
"2020-05-26",nation,W92000004,Wales,141
"2020-05-25",nation,W92000004,Wales,106
"2020-05-24",nation,W92000004,Wales,140
"2020-05-23",nation,W92000004,Wales,185
"2020-05-22",nation,W92000004,Wales,138
"2020-05-21",nation,W92000004,Wales,166
"2020-05-20",nation,W92000004,Wales,110
"2020-05-19",nation,W92000004,Wales,166
"2020-05-18",nation,W92000004,Wales,101
"2020-05-17",nation,W92000004,Wales,162
"2020-05-16",nation,W92000004,Wales,183
"2020-05-15",nation,W92000004,Wales,126
"2020-05-14",nation,W92000004,Wales,128
"2020-05-13",nation,W92000004,Wales,133
"2020-05-12",nation,W92000004,Wales,105
"2020-05-11",nation,W92000004,Wales,124
"2020-05-10",nation,W92000004,Wales,223
"2020-05-09",nation,W92000004,Wales,118
"2020-05-08",nation,W92000004,Wales,152
"2020-05-07",nation,W92000004,Wales,87
"2020-05-06",nation,W92000004,Wales,95
"2020-05-05",nation,W92000004,Wales,145
"2020-05-04",nation,W92000004,Wales,195
"2020-05-03",nation,W92000004,Wales,174
"2020-05-02",nation,W92000004,Wales,183
"2020-05-01",nation,W92000004,Wales,160
"2020-04-30",nation,W92000004,Wales,183
"2020-04-29",nation,W92000004,Wales,117
"2020-04-28",nation,W92000004,Wales,232
"2020-04-27",nation,W92000004,Wales,203
"2020-04-26",nation,W92000004,Wales,178
"2020-04-25",nation,W92000004,Wales,299
"2020-04-24",nation,W92000004,Wales,243
"2020-04-23",nation,W92000004,Wales,234
"2020-04-22",nation,W92000004,Wales,274
"2020-04-21",nation,W92000004,Wales,304
"2020-04-20",nation,W92000004,Wales,276
"2020-04-19",nation,W92000004,Wales,334
"2020-04-18",nation,W92000004,Wales,292
"2020-04-17",nation,W92000004,Wales,244
"2020-04-16",nation,W92000004,Wales,284
"2020-04-15",nation,W92000004,Wales,272
"2020-04-14",nation,W92000004,Wales,238
"2020-04-13",nation,W92000004,Wales,313
"2020-04-12",nation,W92000004,Wales,367
"2020-04-11",nation,W92000004,Wales,340
"2020-04-10",nation,W92000004,Wales,502
"2020-04-09",nation,W92000004,Wales,16
"2020-04-08",nation,W92000004,Wales,283
"2020-04-07",nation,W92000004,Wales,291
"2020-04-06",nation,W92000004,Wales,302
"2020-04-05",nation,W92000004,Wales,344
"2020-04-04",nation,W92000004,Wales,387
"2020-04-03",nation,W92000004,Wales,345
"2020-04-02",nation,W92000004,Wales,284
"2020-04-01",nation,W92000004,Wales,274
"2020-03-31",nation,W92000004,Wales,112
"2020-03-30",nation,W92000004,Wales,210
"2020-03-29",nation,W92000004,Wales,148
"2020-03-28",nation,W92000004,Wales,172
"2020-03-27",nation,W92000004,Wales,180
"2020-03-26",nation,W92000004,Wales,113
"2020-03-25",nation,W92000004,Wales,150
"2020-03-24",nation,W92000004,Wales,60
"2020-03-23",nation,W92000004,Wales,71
"2020-03-22",nation,W92000004,Wales,67
"2020-03-21",nation,W92000004,Wales,89
"2020-03-20",nation,W92000004,Wales,21
"2020-03-19",nation,W92000004,Wales,21
"2020-03-18",nation,W92000004,Wales,13
"2020-03-17",nation,W92000004,Wales,12
"2020-03-16",nation,W92000004,Wales,30
"2020-03-15",nation,W92000004,Wales,34
"2020-03-14",nation,W92000004,Wales,22
"2020-03-13",nation,W92000004,Wales,13
"2020-03-12",nation,W92000004,Wales,10
"2020-03-11",nation,W92000004,Wales,9
"2020-03-10",nation,W92000004,Wales,2
"2020-03-09",nation,W92000004,Wales,2
"2020-03-08",nation,W92000004,Wales,0
"2020-03-07",nation,W92000004,Wales,0
"2020-03-06",nation,W92000004,Wales,0
"2020-03-05",nation,W92000004,Wales,1
"2020-03-04",nation,W92000004,Wales,0
"2020-03-03",nation,W92000004,Wales,0
"2020-03-02",nation,W92000004,Wales,0
"2020-03-01",nation,W92000004,Wales,0
"2020-02-29",nation,W92000004,Wales,0
"2020-02-28",nation,W92000004,Wales,1
"2020-02-27",nation,W92000004,Wales,0
"2020-02-26",nation,W92000004,Wales,0
"2020-02-25",nation,W92000004,Wales,0
"2020-02-24",nation,W92000004,Wales,0
"2020-02-23",nation,W92000004,Wales,0
"2020-02-22",nation,W92000004,Wales,0
"2020-02-21",nation,W92000004,Wales,0
"2020-02-20",nation,W92000004,Wales,0
"2020-02-19",nation,W92000004,Wales,0
"2020-02-18",nation,W92000004,Wales,0
"2020-02-17",nation,W92000004,Wales,0
"2020-02-16",nation,W92000004,Wales,0
"2020-02-15",nation,W92000004,Wales,0
"2020-02-14",nation,W92000004,Wales,0
"2020-02-13",nation,W92000004,Wales,0
"2020-02-12",nation,W92000004,Wales,0
"2020-02-11",nation,W92000004,Wales,0
"2020-02-10",nation,W92000004,Wales,0
"2020-02-09",nation,W92000004,Wales,0
"2020-02-08",nation,W92000004,Wales,0
"2020-02-07",nation,W92000004,Wales,0
"2020-02-06",nation,W92000004,Wales,0
"2020-02-05",nation,W92000004,Wales,0
"2020-02-04",nation,W92000004,Wales,0
"2020-02-03",nation,W92000004,Wales,0
"2020-02-02",nation,W92000004,Wales,0
"2020-02-01",nation,W92000004,Wales,0
"2020-01-31",nation,W92000004,Wales,0
"2020-01-30",nation,W92000004,Wales,0
"2020-01-29",nation,W92000004,Wales,0
"2020-01-28",nation,W92000004,Wales,0
"2020-01-27",nation,W92000004,Wales,0
"2020-01-26",nation,W92000004,Wales,0
"2020-01-25",nation,W92000004,Wales,0
"2020-01-24",nation,W92000004,Wales,0
"2020-01-23",nation,W92000004,Wales,0
"2020-01-22",nation,W92000004,Wales,0
"2020-01-21",nation,W92000004,Wales,0
"2020-01-20",nation,W92000004,Wales,0
"2020-01-19",nation,W92000004,Wales,0
"2020-01-18",nation,W92000004,Wales,0
"2020-01-17",nation,W92000004,Wales,0
"2020-01-16",nation,W92000004,Wales,0
"2020-01-15",nation,W92000004,Wales,0
"2020-01-14",nation,W92000004,Wales,0
"2020-01-13",nation,W92000004,Wales,0
"2020-01-12",nation,W92000004,Wales,0
"2020-01-11",nation,W92000004,Wales,0
"2020-01-10",nation,W92000004,Wales,0
"2020-01-09",nation,W92000004,Wales,0
"2020-01-08",nation,W92000004,Wales,0
"2020-01-07",nation,W92000004,Wales,0
"2020-01-06",nation,W92000004,Wales,0
"2020-01-05",nation,W92000004,Wales,0
"2020-01-04",nation,W92000004,Wales,0
"2020-01-03",nation,W92000004,Wales,0
